Student_ID,Name,Section,Parental_Education,Study_Hours_per_Day,Sleep_Hours,Attendance_Percentage,Internet_Access,Extra_Classes,Math_Marks,Science_Marks,English_Marks,Hindi_Marks,SST_Marks,Final_Score,Result,Grade
195,Priya Prasad Singh_195,C,School,5.21,5.34,89.7,Yes,No,75.17,55.21,39.34,82.21,50.4,60.47,Pass,A
196,Sneha Kant Kumar_196,B,Postgraduate,2.04,9.0,42.74,No,No,73.12,74.06,61.07,76.22,64.18,69.73,Pass,A
197,Arjun Narayan Mishra_197,C,School,4.9,5.49,66.19,Yes,Yes,58.19,57.69,78.67,73.06,65.57,66.63,Pass,A
198,Anjali Deep Tiwari_198,C,Graduate,6.51,5.28,62.59,Yes,No,85.26,87.73,68.37,88.51,51.04,76.18,Pass,A
199,Vikas Mohan Pandey_199,B,Graduate,3.97,7.43,57.0,Yes,No,68.01,93.81,86.62,78.91,89.21,83.31,Pass,A+
200,Neha Shiv Chauhan_200,A,Postgraduate,2.87,7.46,67.52,Yes,No,80.42,79.0,68.05,66.88,61.65,71.2,Pass,A
201,Rohit Kumar Sharma_201,A,Graduate,5.2,8.66,79.36,Yes,No,95.65,98.28,64.71,68.4,66.91,78.79,Pass,A
202,Pooja Singh Verma_202,B,School,4.77,6.2,94.67,Yes,Yes,90.26,76.23,62.86,53.74,60.98,68.81,Pass,A
203,Karan Raj Yadav_203,A,Graduate,6.78,7.89,90.62,No,No,59.65,37.75,57.66,59.89,46.16,52.22,Pass,B
204,Simran Dev Gupta_204,B,Graduate,5.16,6.31,51.09,Yes,Yes,83.23,47.08,71.74,41.45,51.49,59.0,Pass,B
205,Amit Prasad Singh_205,B,School,3.08,7.16,100.0,No,No,100.0,98.69,72.27,82.54,58.04,82.31,Pass,A+
206,Rahul Kant Kumar_206,C,Graduate,3.02,6.24,93.7,No,Yes,95.29,42.73,44.77,94.1,30.17,61.41,Pass,A
207,Priya Narayan Mishra_207,B,Graduate,5.79,8.8,75.61,Yes,No,47.24,59.94,64.04,95.2,67.56,66.8,Pass,A
208,Sneha Deep Tiwari_208,C,PhD,5.04,9.0,95.18,Yes,No,58.35,24.14,75.07,65.21,51.86,54.92,Pass,B
209,Arjun Mohan Pandey_209,A,Graduate,4.41,5.07,61.18,Yes,No,79.74,54.43,70.55,64.18,44.09,62.6,Pass,A
210,Anjali Shiv Chauhan_210,A,School,4.76,8.03,87.67,Yes,Yes,82.33,83.05,70.27,70.91,65.76,74.47,Pass,A
211,Vikas Kumar Sharma_211,A,School,5.16,5.38,45.98,Yes,No,74.51,73.52,62.29,79.25,79.84,73.88,Pass,A
212,Neha Singh Verma_212,A,Postgraduate,5.06,7.89,70.39,Yes,No,69.09,62.49,61.72,43.82,83.98,64.22,Pass,A
213,Rohit Raj Yadav_213,C,Postgraduate,2.24,8.47,95.46,Yes,Yes,88.74,33.1,64.76,47.26,58.06,58.38,Pass,B
214,Pooja Dev Gupta_214,A,School,6.33,5.35,68.13,Yes,Yes,61.05,77.51,74.08,46.34,67.24,65.24,Pass,A
215,Karan Prasad Singh_215,B,School,6.43,5.03,68.79,Yes,No,72.17,79.61,40.42,61.59,77.2,66.2,Pass,A
216,Simran Kant Kumar_216,B,Graduate,7.22,5.91,65.94,Yes,Yes,67.76,63.79,59.84,60.28,66.41,63.61,Pass,A
217,Amit Narayan Mishra_217,B,School,6.89,7.9,72.04,Yes,No,49.95,65.61,100.0,81.7,48.13,69.08,Pass,A
218,Rahul Deep Tiwari_218,C,School,6.63,7.07,59.82,No,Yes,72.99,53.98,91.62,54.2,49.75,64.51,Pass,A
219,Priya Mohan Pandey_219,A,School,4.07,6.2,98.73,Yes,Yes,53.61,57.81,85.6,48.9,76.75,64.53,Pass,A
220,Sneha Shiv Chauhan_220,A,School,4.95,7.37,57.01,Yes,Yes,84.59,37.93,72.83,62.42,49.39,61.43,Pass,A
221,Arjun Kumar Sharma_221,A,Graduate,6.25,6.15,79.86,No,Yes,52.05,83.79,53.01,69.37,49.79,61.6,Pass,A
222,Anjali Singh Verma_222,C,Graduate,1.8,6.66,87.68,Yes,Yes,50.69,74.22,65.71,58.22,55.92,60.95,Pass,A
223,Vikas Raj Yadav_223,B,School,4.17,7.15,63.96,Yes,No,62.21,61.74,65.55,73.69,67.47,66.13,Pass,A
224,Neha Dev Gupta_224,B,School,1.94,7.07,53.16,Yes,Yes,84.24,51.47,63.05,49.35,56.0,60.83,Pass,A
225,Rohit Prasad Singh_225,A,School,4.92,8.53,66.33,Yes,Yes,60.81,85.18,60.39,39.94,60.59,61.38,Pass,A
226,Pooja Kant Kumar_226,B,Graduate,6.4,5.06,69.06,Yes,No,64.74,74.32,68.21,75.77,69.57,70.52,Pass,A
227,Karan Narayan Mishra_227,B,School,4.53,7.64,88.78,Yes,Yes,73.61,75.88,57.09,62.95,60.63,66.03,Pass,A
228,Simran Deep Tiwari_228,C,Graduate,3.65,5.37,72.78,Yes,Yes,59.84,77.05,59.55,46.82,67.27,62.11,Pass,A
229,Amit Mohan Pandey_229,C,Graduate,4.92,6.01,75.04,Yes,Yes,24.89,69.42,63.79,50.63,47.78,51.3,Pass,B
230,Rahul Shiv Chauhan_230,C,School,5.12,6.31,53.92,Yes,Yes,64.07,54.94,67.19,50.84,83.8,64.17,Pass,A
231,Priya Kumar Sharma_231,C,School,5.22,5.99,72.09,Yes,Yes,61.94,19.02,74.55,69.8,75.39,60.14,Pass,A
232,Sneha Singh Verma_232,A,School,2.68,4.89,96.55,Yes,Yes,58.7,41.04,57.6,76.79,34.47,53.72,Pass,B
233,Arjun Raj Yadav_233,C,Graduate,4.87,5.96,91.44,No,Yes,63.94,25.64,64.76,52.93,66.08,54.67,Pass,B
234,Anjali Dev Gupta_234,B,Postgraduate,4.78,6.83,67.45,Yes,No,63.84,67.1,63.36,75.89,78.17,69.67,Pass,A
235,Vikas Prasad Singh_235,A,School,5.92,6.34,87.45,No,Yes,57.09,77.22,77.62,47.15,64.82,64.78,Pass,A
236,Neha Kant Kumar_236,B,Postgraduate,4.39,8.27,72.9,No,No,62.05,64.44,70.71,59.39,100.0,71.32,Pass,A
237,Rohit Narayan Mishra_237,B,School,7.46,6.37,82.56,Yes,Yes,73.49,36.58,38.19,66.93,81.29,59.3,Pass,B
238,Pooja Deep Tiwari_238,B,Postgraduate,4.62,6.52,70.58,Yes,No,84.4,51.64,54.01,78.99,56.45,65.1,Pass,A
239,Karan Mohan Pandey_239,C,Graduate,3.78,6.72,60.5,Yes,Yes,56.44,68.64,72.28,68.07,59.5,64.99,Pass,A
240,Simran Shiv Chauhan_240,C,Graduate,3.0,6.34,59.74,Yes,Yes,81.86,44.98,56.94,80.1,46.82,62.14,Pass,A
241,Amit Kumar Sharma_241,A,Graduate,3.73,7.07,82.9,No,No,71.78,61.69,45.67,93.51,59.13,66.35,Pass,A
242,Rahul Singh Verma_242,A,Graduate,3.3,5.88,40.0,Yes,Yes,44.07,64.66,64.48,81.84,67.99,64.61,Pass,A
243,Priya Raj Yadav_243,C,Postgraduate,4.27,5.1,90.97,Yes,Yes,72.68,68.84,58.94,71.53,62.01,66.8,Pass,A
244,Sneha Dev Gupta_244,B,Postgraduate,7.03,6.41,71.39,No,No,69.79,39.26,82.62,56.77,72.44,64.18,Pass,A
245,Arjun Prasad Singh_245,A,Graduate,2.31,6.96,65.36,No,No,74.16,85.56,80.8,82.21,61.62,76.87,Pass,A
246,Anjali Kant Kumar_246,C,School,2.42,6.7,89.98,Yes,Yes,55.73,67.21,69.65,57.8,73.61,64.8,Pass,A
247,Vikas Narayan Mishra_247,C,School,4.15,5.43,40.0,Yes,No,45.37,54.74,66.42,81.86,88.07,67.29,Pass,A
248,Neha Deep Tiwari_248,C,Postgraduate,2.46,6.69,81.93,No,No,37.84,59.17,82.94,64.35,58.95,60.65,Pass,A
249,Rohit Mohan Pandey_249,B,Graduate,3.03,7.31,99.61,Yes,No,69.2,92.85,64.24,48.57,66.8,68.33,Pass,A
250,Pooja Shiv Chauhan_250,C,Graduate,5.01,6.74,54.42,Yes,No,78.31,49.72,76.86,55.78,58.83,63.9,Pass,A
251,Karan Kumar Sharma_251,C,Graduate,4.42,5.65,68.18,Yes,Yes,73.5,48.08,71.3,24.25,49.88,53.4,Pass,B
252,Simran Singh Verma_252,C,Postgraduate,5.16,6.59,81.79,Yes,No,74.62,61.34,72.31,73.33,57.48,67.82,Pass,A
253,Amit Raj Yadav_253,C,Graduate,5.39,8.54,51.44,Yes,Yes,88.33,34.3,81.75,56.09,46.33,61.36,Pass,A
254,Rahul Dev Gupta_254,A,Postgraduate,6.51,5.25,78.69,Yes,Yes,71.97,94.64,56.44,36.38,52.97,62.48,Pass,A
255,Priya Prasad Singh_255,A,Postgraduate,5.07,7.82,100.0,Yes,Yes,62.36,39.87,83.24,66.59,63.53,63.12,Pass,A
256,Sneha Kant Kumar_256,C,School,6.31,3.81,79.91,No,No,92.88,72.15,67.62,68.66,80.44,76.35,Pass,A
257,Arjun Narayan Mishra_257,B,School,4.66,5.85,79.41,Yes,Yes,57.99,62.92,70.12,56.72,74.0,64.35,Pass,A
258,Anjali Deep Tiwari_258,A,Postgraduate,5.09,5.98,56.94,Yes,No,54.55,59.03,67.5,57.98,63.86,60.58,Pass,A
259,Vikas Mohan Pandey_259,C,School,5.07,7.8,94.95,Yes,No,83.85,68.71,58.9,84.25,55.62,70.27,Pass,A
260,Neha Shiv Chauhan_260,A,Postgraduate,4.93,8.63,40.0,Yes,Yes,38.12,48.3,89.5,69.23,82.76,65.58,Pass,A
261,Rohit Kumar Sharma_261,A,School,4.81,7.84,74.45,No,No,50.67,71.67,50.77,40.96,53.54,53.52,Pass,B
262,Pooja Singh Verma_262,B,School,7.23,7.11,88.74,Yes,Yes,55.16,43.87,68.02,64.82,59.8,58.34,Pass,B
263,Karan Raj Yadav_263,C,Postgraduate,5.55,7.78,40.0,Yes,No,48.09,44.71,79.21,63.89,78.19,62.82,Pass,A
264,Simran Dev Gupta_264,C,Graduate,3.83,4.88,44.79,Yes,No,66.83,38.4,68.19,42.97,35.9,50.46,Pass,B
265,Amit Prasad Singh_265,B,School,8.02,7.57,52.84,Yes,No,94.17,54.49,97.14,59.55,78.06,76.68,Pass,A
266,Rahul Kant Kumar_266,B,Postgraduate,3.93,5.18,95.59,Yes,No,60.71,61.67,62.23,38.37,51.18,54.83,Pass,B
267,Priya Narayan Mishra_267,C,Graduate,4.49,5.61,65.45,No,No,41.53,70.68,53.55,43.69,53.33,52.55,Pass,B
268,Sneha Deep Tiwari_268,C,Graduate,3.25,6.97,88.45,Yes,Yes,43.08,52.43,56.2,38.61,61.91,50.44,Pass,B
269,Arjun Mohan Pandey_269,B,School,5.58,5.02,86.03,No,Yes,72.16,63.87,74.64,52.51,31.68,58.97,Pass,B
270,Anjali Shiv Chauhan_270,A,Postgraduate,7.04,7.97,50.09,Yes,No,64.58,58.4,90.96,88.66,91.54,78.83,Pass,A
271,Vikas Kumar Sharma_271,A,Postgraduate,2.26,6.5,69.16,Yes,Yes,78.45,67.93,75.95,74.9,59.97,71.44,Pass,A
272,Neha Singh Verma_272,B,School,4.08,4.94,71.58,Yes,No,69.55,47.22,54.05,75.34,47.84,58.8,Pass,B
273,Rohit Raj Yadav_273,A,Postgraduate,6.17,8.31,82.67,Yes,Yes,54.94,68.76,60.8,62.39,59.06,61.19,Pass,A
274,Pooja Dev Gupta_274,B,Postgraduate,2.91,6.18,78.42,No,Yes,49.41,48.81,84.91,64.11,64.22,62.29,Pass,A
275,Karan Prasad Singh_275,A,Graduate,5.36,6.3,74.01,No,Yes,51.72,67.63,60.27,80.61,81.17,68.28,Pass,A
276,Simran Kant Kumar_276,A,Graduate,2.55,6.24,92.47,No,No,65.85,54.02,59.64,73.12,57.04,61.93,Pass,A
277,Amit Narayan Mishra_277,C,School,5.11,3.0,92.26,Yes,Yes,40.56,76.09,93.67,82.05,36.74,65.82,Pass,A
278,Rahul Deep Tiwari_278,C,School,4.62,8.01,53.28,Yes,No,43.9,65.25,55.07,52.35,62.38,55.79,Pass,B
279,Priya Mohan Pandey_279,A,Graduate,9.48,6.53,68.27,Yes,No,62.79,81.24,76.54,78.39,65.15,72.82,Pass,A
280,Sneha Shiv Chauhan_280,A,Postgraduate,5.62,6.68,75.48,No,Yes,58.48,68.87,64.88,96.48,56.71,69.08,Pass,A
281,Arjun Kumar Sharma_281,C,Graduate,1.24,7.32,76.27,Yes,No,71.94,58.35,77.74,60.95,68.53,67.5,Pass,A
282,Anjali Singh Verma_282,C,Graduate,4.39,6.15,83.26,Yes,No,61.57,79.58,87.2,62.15,61.8,70.46,Pass,A
283,Vikas Raj Yadav_283,C,School,5.74,5.15,80.6,Yes,No,58.39,33.22,79.01,76.26,45.12,58.4,Pass,B
284,Neha Dev Gupta_284,B,School,3.88,5.38,83.93,Yes,No,70.96,59.66,45.51,85.44,70.37,66.39,Pass,A
285,Rohit Prasad Singh_285,A,Graduate,3.82,7.55,85.7,Yes,Yes,66.42,58.79,82.94,62.4,39.13,61.94,Pass,A
286,Pooja Kant Kumar_286,C,School,3.89,6.49,70.76,Yes,No,67.53,65.36,84.89,43.29,43.51,60.92,Pass,A
287,Karan Narayan Mishra_287,A,Graduate,5.32,7.71,69.94,Yes,No,23.01,43.93,70.28,58.29,82.25,55.55,Pass,B
288,Simran Deep Tiwari_288,B,School,2.62,7.92,95.92,Yes,No,59.29,74.97,74.12,53.83,62.91,65.02,Pass,A
289,Amit Mohan Pandey_289,B,Postgraduate,3.66,7.56,67.55,Yes,No,61.86,86.71,61.53,29.77,67.5,61.47,Pass,A
290,Rahul Shiv Chauhan_290,C,School,6.05,8.01,86.1,Yes,No,71.9,59.11,65.57,79.02,73.56,69.83,Pass,A
291,Priya Kumar Sharma_291,B,Graduate,3.77,5.65,63.67,Yes,No,86.84,53.17,54.34,55.84,72.68,64.57,Pass,A
292,Sneha Singh Verma_292,A,Graduate,3.68,7.22,80.02,Yes,No,50.22,67.84,76.82,71.81,65.29,66.4,Pass,A
293,Arjun Raj Yadav_293,C,School,2.44,5.94,81.11,No,No,53.56,44.07,68.23,92.23,58.33,63.28,Pass,A
294,Anjali Dev Gupta_294,A,School,5.47,5.19,84.73,Yes,Yes,82.17,51.09,71.7,38.01,48.45,58.28,Pass,B
295,Vikas Prasad Singh_295,A,School,5.14,7.05,98.85,Yes,Yes,62.6,52.69,74.0,66.22,54.69,62.04,Pass,A
296,Neha Kant Kumar_296,B,Postgraduate,5.96,7.41,60.01,Yes,No,69.15,51.11,57.07,73.25,56.32,61.38,Pass,A
297,Rohit Narayan Mishra_297,B,School,4.33,6.09,77.24,Yes,No,48.33,55.61,71.36,60.4,45.44,56.23,Pass,B
298,Pooja Deep Tiwari_298,B,Graduate,4.97,6.56,84.93,Yes,Yes,56.62,73.07,53.87,66.95,71.19,64.34,Pass,A
299,Karan Mohan Pandey_299,B,PhD,4.96,7.34,84.98,No,No,61.45,54.47,43.88,65.41,62.55,57.55,Pass,B
300,Simran Shiv Chauhan_300,B,Postgraduate,2.36,5.77,70.36,Yes,No,91.96,59.97,80.83,45.82,71.08,69.93,Pass,A
301,Amit Kumar Sharma_301,C,School,8.03,7.47,80.77,No,Yes,76.96,45.1,41.3,81.97,27.11,54.49,Pass,B
302,Rahul Singh Verma_302,A,Postgraduate,5.97,5.41,74.72,Yes,Yes,57.43,77.83,49.05,71.02,55.01,62.07,Pass,A
303,Priya Raj Yadav_303,A,School,4.62,6.99,86.1,Yes,No,62.28,43.2,49.63,59.98,69.04,56.83,Pass,B
304,Sneha Dev Gupta_304,A,Graduate,4.16,5.05,73.82,Yes,No,65.13,71.39,66.3,54.79,58.13,63.15,Pass,A
305,Arjun Prasad Singh_305,A,Postgraduate,6.49,8.12,74.04,No,Yes,58.98,66.03,65.49,47.92,40.19,55.72,Pass,B
306,Anjali Kant Kumar_306,B,Graduate,4.64,7.32,79.07,Yes,Yes,64.46,17.95,56.27,72.0,71.53,56.44,Pass,B
307,Vikas Narayan Mishra_307,A,Graduate,5.87,8.91,67.51,Yes,Yes,93.66,40.78,77.36,72.72,44.49,65.8,Pass,A
308,Neha Deep Tiwari_308,C,School,3.63,5.38,63.61,Yes,No,80.87,67.53,69.41,76.29,74.23,73.67,Pass,A
309,Rohit Mohan Pandey_309,C,School,3.19,7.3,55.1,No,Yes,62.96,55.73,77.16,92.07,66.76,70.93,Pass,A
310,Pooja Shiv Chauhan_310,A,Graduate,4.26,6.48,72.98,Yes,Yes,83.82,59.41,74.92,67.6,86.22,74.39,Pass,A
311,Karan Kumar Sharma_311,A,School,4.52,4.74,63.98,No,No,48.7,53.02,84.78,65.57,93.55,69.12,Pass,A
312,Simran Singh Verma_312,C,PhD,5.14,6.63,70.55,Yes,Yes,78.29,45.07,46.85,55.11,50.22,55.11,Pass,B
313,Amit Raj Yadav_313,C,Postgraduate,6.7,7.18,93.57,Yes,No,45.31,100.0,60.93,89.51,57.85,70.72,Pass,A
314,Rahul Dev Gupta_314,B,Postgraduate,6.17,8.86,71.03,Yes,Yes,35.95,69.95,76.94,95.1,77.92,71.17,Pass,A
315,Priya Prasad Singh_315,C,Graduate,6.48,5.89,93.87,Yes,Yes,66.09,77.61,45.06,40.47,45.56,54.96,Pass,B
316,Sneha Kant Kumar_316,B,Graduate,3.4,7.07,80.78,Yes,Yes,66.1,38.05,63.3,58.83,84.63,62.18,Pass,A
317,Arjun Narayan Mishra_317,B,Postgraduate,4.06,6.87,70.78,Yes,No,75.71,58.11,48.41,100.0,78.51,72.15,Pass,A
318,Anjali Deep Tiwari_318,B,Postgraduate,5.95,6.29,59.7,No,Yes,76.08,67.38,74.96,35.33,55.22,61.8,Pass,A
319,Vikas Mohan Pandey_319,B,Graduate,6.32,6.38,73.3,Yes,No,87.06,43.07,82.46,55.82,26.51,58.98,Pass,B
320,Neha Shiv Chauhan_320,B,School,5.61,7.4,68.97,No,Yes,64.6,60.96,64.55,75.13,79.91,69.03,Pass,A
321,Rohit Kumar Sharma_321,A,School,3.66,6.38,92.76,Yes,Yes,64.92,76.65,64.42,93.03,71.38,74.08,Pass,A
322,Pooja Singh Verma_322,C,Graduate,2.94,6.22,100.0,No,No,82.33,61.13,86.66,91.8,52.55,74.89,Pass,A
323,Karan Raj Yadav_323,B,Graduate,4.85,5.89,90.47,Yes,No,47.27,63.71,66.56,73.01,84.56,67.02,Pass,A
324,Simran Dev Gupta_324,C,Postgraduate,3.16,4.7,63.89,No,No,63.02,77.97,63.54,66.56,75.34,69.29,Pass,A
325,Amit Prasad Singh_325,C,School,5.19,7.62,75.82,Yes,No,54.24,53.35,80.82,80.06,33.12,60.32,Pass,A
326,Rahul Kant Kumar_326,B,School,6.38,5.88,71.6,Yes,No,49.72,77.48,79.82,82.02,52.36,68.28,Pass,A
327,Priya Narayan Mishra_327,A,School,4.78,7.98,66.16,Yes,No,72.07,54.0,75.21,62.95,55.08,63.86,Pass,A
328,Sneha Deep Tiwari_328,B,School,2.54,8.01,73.64,Yes,No,51.9,36.48,67.92,79.7,65.75,60.35,Pass,A
329,Arjun Mohan Pandey_329,A,School,3.74,9.0,73.02,Yes,Yes,57.03,70.86,82.67,63.71,71.43,69.14,Pass,A
330,Anjali Shiv Chauhan_330,C,Graduate,5.8,7.03,100.0,Yes,Yes,65.2,76.25,70.06,48.04,74.77,66.86,Pass,A
331,Vikas Kumar Sharma_331,A,Graduate,5.21,7.17,79.93,Yes,No,70.1,31.84,66.4,85.35,56.91,62.12,Pass,A
332,Neha Singh Verma_332,A,Graduate,5.33,7.23,87.39,No,Yes,83.78,39.5,70.22,97.38,61.38,70.45,Pass,A
333,Rohit Raj Yadav_333,A,School,7.15,6.81,90.73,Yes,No,78.59,41.08,78.53,57.89,93.7,69.96,Pass,A
334,Pooja Dev Gupta_334,C,School,5.02,7.92,86.33,Yes,Yes,77.19,36.22,75.15,55.79,61.69,61.21,Pass,A
335,Karan Prasad Singh_335,C,Graduate,4.98,6.4,95.47,Yes,No,51.68,69.07,84.0,20.35,91.29,63.28,Pass,A
336,Simran Kant Kumar_336,A,Postgraduate,5.79,7.16,69.43,No,Yes,93.71,67.33,71.02,75.62,71.21,75.78,Pass,A
337,Amit Narayan Mishra_337,A,School,2.74,6.37,89.39,Yes,Yes,60.09,51.93,60.35,86.11,50.52,61.8,Pass,A
338,Rahul Deep Tiwari_338,B,Postgraduate,3.83,4.93,100.0,Yes,Yes,53.43,35.36,66.89,60.55,75.76,58.4,Pass,B
339,Priya Mohan Pandey_339,A,School,3.39,7.39,64.19,Yes,No,53.8,52.72,63.53,81.05,36.17,57.45,Pass,B
340,Sneha Shiv Chauhan_340,B,Postgraduate,5.48,3.2,69.9,Yes,Yes,33.11,74.27,65.92,51.93,100.0,65.04,Pass,A
341,Arjun Kumar Sharma_341,A,Postgraduate,3.12,7.16,68.78,Yes,No,71.82,81.58,66.41,56.1,48.67,64.92,Pass,A
342,Anjali Singh Verma_342,B,School,5.35,7.8,100.0,Yes,Yes,38.18,21.33,75.3,34.69,30.35,39.97,Pass,C
343,Vikas Raj Yadav_343,C,Graduate,4.17,7.21,59.05,Yes,Yes,43.41,35.12,68.28,67.98,69.27,56.81,Pass,B
344,Neha Dev Gupta_344,A,School,3.97,5.55,76.65,Yes,Yes,91.36,77.92,71.0,68.89,100.0,81.83,Pass,A+
345,Rohit Prasad Singh_345,A,Postgraduate,5.87,8.36,82.38,No,Yes,87.24,89.48,68.68,65.65,62.14,74.64,Pass,A
346,Pooja Kant Kumar_346,A,Graduate,2.5,8.68,66.76,No,Yes,46.9,69.96,70.88,79.07,50.99,63.56,Pass,A
347,Karan Narayan Mishra_347,A,Graduate,3.77,7.3,60.13,Yes,Yes,49.91,37.98,71.81,88.95,96.36,69.0,Pass,A
348,Simran Deep Tiwari_348,B,Graduate,8.89,8.73,62.7,Yes,Yes,77.74,43.07,75.77,63.38,54.31,62.85,Pass,A
349,Amit Mohan Pandey_349,A,Postgraduate,7.28,9.0,71.24,Yes,Yes,40.4,60.03,84.2,94.52,53.87,66.61,Pass,A
350,Rahul Shiv Chauhan_350,C,School,1.78,5.73,66.98,Yes,Yes,57.49,52.35,83.84,64.18,57.84,63.14,Pass,A
351,Priya Kumar Sharma_351,C,Graduate,3.74,5.41,96.65,Yes,Yes,60.55,58.69,64.84,63.64,57.75,61.09,Pass,A
352,Sneha Singh Verma_352,A,School,4.59,7.39,67.11,Yes,No,43.44,58.77,49.63,65.56,83.71,60.22,Pass,A
353,Arjun Raj Yadav_353,C,School,2.38,3.0,66.96,Yes,Yes,48.45,72.07,45.98,95.75,64.89,65.43,Pass,A
354,Anjali Dev Gupta_354,A,Graduate,7.53,6.23,80.92,Yes,No,36.37,46.55,73.75,58.11,83.98,59.75,Pass,B
355,Vikas Prasad Singh_355,A,School,4.54,5.71,79.36,Yes,Yes,71.47,65.8,66.89,77.99,48.74,66.18,Pass,A
356,Neha Kant Kumar_356,C,School,4.22,6.27,40.0,Yes,Yes,55.55,43.26,88.74,68.47,36.94,58.59,Pass,B
357,Rohit Narayan Mishra_357,A,Postgraduate,5.07,5.03,61.96,Yes,Yes,33.09,53.39,82.26,73.87,60.75,60.67,Pass,A
358,Pooja Deep Tiwari_358,C,School,5.05,6.32,67.42,Yes,No,77.34,56.8,49.27,56.2,65.5,61.02,Pass,A
359,Karan Mohan Pandey_359,B,Graduate,3.22,7.23,59.83,Yes,No,77.02,60.54,71.72,49.66,59.28,63.64,Pass,A
360,Simran Shiv Chauhan_360,A,School,6.47,8.57,89.44,Yes,Yes,70.06,33.98,58.7,82.6,38.41,56.75,Pass,B
361,Amit Kumar Sharma_361,B,School,4.74,7.06,52.56,Yes,Yes,85.63,39.12,74.31,70.54,38.09,61.54,Pass,A
362,Rahul Singh Verma_362,C,School,6.46,4.37,90.77,Yes,No,79.34,52.83,82.8,58.13,74.75,69.57,Pass,A
363,Priya Raj Yadav_363,B,Graduate,3.64,6.58,43.27,Yes,No,71.87,80.83,46.14,42.09,70.41,62.27,Pass,A
364,Sneha Dev Gupta_364,B,Graduate,1.81,8.2,76.21,Yes,No,53.65,51.24,75.66,60.18,83.79,64.9,Pass,A
365,Arjun Prasad Singh_365,C,School,6.66,6.25,98.46,Yes,No,79.33,17.1,98.14,61.48,58.62,62.93,Pass,A
366,Anjali Kant Kumar_366,B,School,5.61,7.32,66.08,Yes,No,61.6,70.62,64.75,87.21,70.06,70.85,Pass,A
367,Vikas Narayan Mishra_367,B,Postgraduate,6.25,7.96,75.35,Yes,No,50.64,63.41,74.73,48.21,74.34,62.27,Pass,A
368,Neha Deep Tiwari_368,C,School,6.34,6.71,90.42,No,Yes,68.44,48.76,62.16,77.5,67.25,64.82,Pass,A
369,Rohit Mohan Pandey_369,B,Postgraduate,4.53,6.93,89.99,Yes,Yes,65.91,62.04,64.34,87.2,61.97,68.29,Pass,A
370,Pooja Shiv Chauhan_370,C,School,3.95,7.21,79.54,Yes,No,68.84,83.9,66.25,57.13,59.0,67.02,Pass,A
371,Karan Kumar Sharma_371,B,Graduate,4.36,6.0,72.27,No,Yes,67.55,57.34,66.51,42.77,68.84,60.6,Pass,A
372,Simran Singh Verma_372,C,School,5.33,6.25,72.12,Yes,Yes,51.12,50.32,62.21,85.45,100.0,69.82,Pass,A
373,Amit Raj Yadav_373,C,Postgraduate,4.92,5.45,54.15,Yes,Yes,50.95,48.67,78.73,100.0,53.73,66.42,Pass,A
374,Rahul Dev Gupta_374,B,Graduate,1.76,5.92,59.63,Yes,Yes,76.84,51.97,48.32,56.83,57.79,58.35,Pass,B
375,Priya Prasad Singh_375,B,Graduate,4.32,7.47,75.54,No,No,64.19,46.53,89.51,60.57,62.49,64.66,Pass,A
376,Sneha Kant Kumar_376,B,School,6.62,7.15,79.1,Yes,Yes,41.36,59.98,66.72,57.23,79.94,61.05,Pass,A
377,Arjun Narayan Mishra_377,A,Graduate,4.5,5.14,100.0,Yes,No,50.86,88.31,76.15,60.56,59.59,67.09,Pass,A
378,Anjali Deep Tiwari_378,A,Graduate,7.84,5.36,86.71,No,Yes,41.54,51.61,60.91,63.81,50.49,53.67,Pass,B
379,Vikas Mohan Pandey_379,A,School,3.06,5.8,69.77,Yes,No,70.41,39.21,74.88,71.8,52.95,61.85,Pass,A
380,Neha Shiv Chauhan_380,C,School,5.02,4.81,82.66,Yes,No,70.63,35.94,85.72,48.75,46.86,57.58,Pass,B
381,Rohit Kumar Sharma_381,B,Postgraduate,3.02,6.81,48.54,Yes,Yes,45.07,28.37,93.28,74.01,63.35,60.82,Pass,A
382,Pooja Singh Verma_382,C,School,3.22,5.75,76.27,Yes,No,49.72,48.39,83.02,47.93,83.54,62.52,Pass,A
383,Karan Raj Yadav_383,A,Graduate,3.23,7.12,85.27,Yes,Yes,69.18,46.28,75.45,87.07,73.02,70.2,Pass,A
384,Simran Dev Gupta_384,B,Graduate,7.81,7.72,85.4,No,Yes,55.94,61.9,74.79,93.2,52.62,67.69,Pass,A
385,Amit Prasad Singh_385,C,Postgraduate,4.12,4.49,74.01,Yes,Yes,45.7,91.39,58.86,79.03,52.52,65.5,Pass,A
386,Rahul Kant Kumar_386,B,Postgraduate,3.45,5.75,83.55,Yes,No,75.93,68.43,48.55,47.92,46.06,57.38,Pass,B
387,Priya Narayan Mishra_387,C,PhD,4.5,4.65,70.97,Yes,No,62.06,73.17,63.29,73.5,42.93,62.99,Pass,A
388,Sneha Deep Tiwari_388,B,School,4.17,4.3,80.94,Yes,No,31.17,88.9,77.16,62.21,57.33,63.35,Pass,A
389,Arjun Mohan Pandey_389,A,Postgraduate,5.72,7.15,60.88,Yes,No,61.78,31.85,77.88,64.99,46.41,56.58,Pass,B
